Name of the role,Department,Location,Job type,Job description,URL
Principal Engineer,Engineering,"Bristol, England, United Kingdom",full,"Principal Engineer (Bristol)AND IntroductionAt AND, we accelerate the development of digital capabilities. In practice, that means helping ambitious leaders and organisations build the teams, products, processes and even operational structures they need to close the digital skills gap within their organisation today, so that they thrive tomorrow.Clients rely on our experience, agility and craft skills across tech and business strategy, software development and product management to address some of the toughest challenges facing their businesses.We bring aboard thinkers, tinkerers, passionate software craftspeople and inspiring technologists to help us solve these challenges. Together, we’re united by a sense of pragmatism, purpose and a deeply-held belief that digital products and technology alone won’t transform a business or save the world: it’s the people that count.About YouAs a Principal Engineer for a club of over 80 people (approx. 30-40 developers of all experience levels from Associate to Technical Lead), you will spend the majority of your time helping build our technical capabilities, growing our technologists and influencing technical direction, both within AND and for our clients. As a result, you will need to be able to: Be initially 100% billable and hands on while the Club grows; as we mature this might be less and be a more pure consulting and BD role to help grow clients and fix failing projects. Help with winning new clients by helping to solve their technology problems; coming up with compelling and pragmatic solutions Lead the engineering and development thinking for your club, ensuring that this aligns with the Club Executive’s strategy, overarching business strategy, and client needs. Guide and support the improvement of technical skills for the junior to senior developers in your Club, during their time in internal projects between client assignments. Define coding standards and ensure they are followed during client assignments Provide technical oversight for client work on the Club’s most challenging engineering activities, working alongside the Club’s Product Developers and Technical Leads Enable an inclusive and diverse technology culture in your Club, and support these values on our client engagements, including building this culture onsite directly with clients and their incumbent technologists. Support club in setting up engagements for success, ensuring that technical direction and choices are appropriate for clients’ needs, (providing technical oversight during discovery) and supporting the project resourcing during discovery phase Collaborating with the Technologists of the Consulting team to establish AND’s tech proposition and develop Thought Leadership.To do that, it’s essential you bring the following: Hands on coding capability to a specialist/expert level Wide experience of pragmatic, hands-on technical delivery of enterprise-scale projects across the full SDLC. Deep understanding and extensive track record of delivering complex technical solutions using Agile methods including Scrum, SAFe etc. Hands-on experience of modern software delivery, including XP, TDD, CI/CD and DevOps practices. A keen understanding of industry best-practice around standards, quality and continuous improvement. Proven leadership of teams and teams of teams; extensive client-facing experience is expected. It’s helpful if you also have: Experience in coaching and providing career progression to senior developers and tech leads, supporting highly experienced developers create exciting and inspiring career ambitions. Awareness to think about technology strategically, creating flexible and robust plans for investment and change, and communicating these effectively. Experience working with managers to deliver complex and sensitive technical messages/solutions upwards and across teams Experience of managing technologists across multiple teams to ensure they are working toward a holistic vision/goal Consultancy experience across a number of sectors is a bonus. As an added bonus, you may be a well established figure in your field; perhaps you are a recognised conference speaker or tech blogger/writer, are an industry expert in a specialist field, or have contributed to open source projects or charitable technical projects (like TuringLabs etc.). Joining ANDFrom the work we deliver, to the way we serve and support our people, we work hard to ensure that there’s nowhere quite like AND. But joining a company is a two-way street: the fit has to work on both sides. So before you apply, here’s three key things to understand about us: We’re built for people - like, real humans. Not ‘resources’ or ‘staff’. That means happiness and wellbeing really do matter to us, and we hate unnecessary hierarchy and bureaucracy. There’s no well-trodden path ahead: AND is growing fast and forging a new trail. That’s exciting, and gives us all the autonomy and opportunity we love - but bear in mind it also demands focus, patience and resilience. Diversity is a priority. After all, to build great products that a wide variety of different people love to use, we need a wide variety of people to help us build them. So diversity is more than a policy or a word: it’s business critical for us. Still sound good? Great! Fill out the short application form below and we’ll be in touch.",https://apply.workable.com/and-digital/j/633E135566/
Principal Cloud Lead,Cloud,"Leeds, England, United Kingdom",,"About ANDAt AND, we accelerate the development of digital capabilities. In practice, that means helping organisations build the teams, products, processes and even operational structures they need to close the digital skills gap within their organisation today, so that they thrive tomorrow. Clients rely on our experience, agility and craft skills across tech and business strategy, software development and product management to address some of the toughest issues facing their businesses. We bring aboard thinkers, tinkerers, passionate software crafts people and inspiring technologists to help us solve these issues. Together, we’re united by a sense of pragmatism, purpose and a deeply-held belief that digital products and technology alone won’t transform a business or save the world: it’s the people that count.About YouAs a Principal Cloud Lead at AND Digital, you’ll act as a hands-on, senior cloud engineer working across the Business Unit’s portfolio of clients, onsite and in multi-skilled delivery teams. You will also lead the team of Cloud Leads to create a truly People First environment where our engineers can thrive, honing their skills and developing new ones to meet their own career aspirations as well as delighting our customers. As a result, you will need to be able to: Lead the Cloud Leads by example, making People First decisions, so that they do the same.  Work to ensure every single engineer feels valued and cared for, that they have a voice within the Business Unit and a support network to lean on when they need help.Use your expert tech knowledge to influence the direction of projects whilst coaching and upskilling a team through implementing cloud engineering best practice.Be hands-on with cloud enablement projects, understand what good looks like and see the bigger picture, taking architecture, security, service and delivery into consideration.Give and receive regular feedback to help the Cloud community within AND develop, mentor and guide engineers to grow their knowledge and skills. To do that, it’s essential you bring the following: Infrastructure as code experience with AWS, Azure, GCP and other cloud technologies. Cloud Migrations and Cloud Native operations. Continuous Integration and Deployment. Experience tools such as Jenkins, Terraform, Ansible, Docker or Kubernetes Technical mentorship and experience delivering cloud projects.  Joining ANDFrom the work we deliver, to the way we serve and support our people, we work hard to ensure that there’s nowhere quite like AND. But joining a company is a two-way street: the fit has to work on both sides. So before you apply, here’s three key things to understand about us: We’re built for people - like, real humans. Not ‘resources’ or ‘staff’. That means happiness and wellbeing really do matter to us, and we hate unnecessary hierarchy and bureaucracy.There’s no well-trodden path ahead: AND is growing fast and forging a new trail. That’s exciting, and gives us all the autonomy and opportunity we love - but bear in mind it also demands focus, patience and resilience.Diversity is a priority. After all, to build great products that a wide variety of different people love to use, we need a wide variety of people to help us build them. So diversity is more than a policy or a word: it’s business critical for us.At AND Digital we embrace diversity and are committed to equal opportunities. We are actively recruiting for a diverse and inclusive workforce so want to ensure we do everything we can to support your application.",https://apply.workable.com/and-digital/j/644A443F00/
Platform Engineer (Edinburgh),Engineering,"Edinburgh, Scotland, United Kingdom",full,"Build and maintain an IaC codebase, and be an advocate for architecting platforms using the latest best practices and industry standards.AND IntroductionAt AND, we accelerate the development of digital capabilities. In practice, that means helping ambitious leaders and organisations build the teams, products, processes and even operational structures they need to close the digital skills gap within their organisation today, so that they thrive tomorrow. Clients rely on our experience, agility and craft skills across tech and business strategy, software development and product management to address some of the toughest challenges facing their businesses. We bring aboard thinkers, tinkerers, passionate software craftspeople and inspiring technologists to help us solve these challenges. Together, we’re united by a sense of pragmatism, purpose and a deeply-held belief that digital products and technology alone won’t transform a business or save the world: it’s the people that count.  About YouAs a Platform Engineer, you will be a specialist in your team, building scalable cloud solutions to solve a variety of problems. To do this, you will need to be able to: Build and maintain an IaC codebase using tools such as Terraform, Puppet and Ansible. You will also be an advocate for architecting platforms using the latest best practices and industry standards and using IaC tools to maintain standards that are inline with our clients security policies. Be comfortable discussing the business/commercial benefits of Cloud whilst being equally comfortable deep diving into AWS platform configurations such as Elastic Load Balancing, NAT tables or Route 53 for example. Evangaliese to our clients the other services provided by AWS and be able to relate them to a specific client need. Initially focussing on AWS, it’s important to be able to/demonstrate a willingness to move between the different Cloud providers, building up a wealth of knowledge over time. Be just as comfortable troubleshooting across brownfield platforms and application domains as when designing greenfield cloud platforms. Have an ability to horizon scan and evaluate new technology options and vendor products and understand how these can be used to solve our clients problems. Be an advocate of mentoring and upskilling of clients and other ANDi’s as part of day-to-day activities. To do that, it’s essential you bring the following: Previous experience in a devops or platform engineering role. Experience working in Continuous Integration or Continuous Delivery environment. A real passion for technology and desire to learn new emerging technologies. Experience using Terraform or scripting experience (e.g. Bash). Experience of configuration management tools such as Ansible, Chef, Puppet. Joining ANDFrom the work we deliver, to the way we serve and support our people, we work hard to ensure that there’s nowhere quite like AND. But joining a company is a two-way street: the fit has to work on both sides. So before you apply, here’s three key things to understand about us: We’re built for people - like, real humans. Not ‘resources’ or ‘staff’. That means happiness and wellbeing really do matter to us, and we hate unnecessary hierarchy and bureaucracy. There’s no well-trodden path ahead: AND is growing fast and forging a new trail. That’s exciting, and gives us all the autonomy and opportunity we love - but bear in mind it also demands focus, patience and resilience. Diversity is a priority. After all, to build great products that a wide variety of different people love to use, we need a wide variety of people to help us build them. So diversity is more than a policy or a word: it’s business critical for us. Still sound good? Great! Fill out the short application form below and we’ll be in touch",https://apply.workable.com/and-digital/j/30E5B58C12/
New Business Development Manager,Business Development,"Amsterdam, North Holland, Netherlands",full,"Het is de missie van AND Digital om de digitale kloof in de wereld te verkleinen.Al jaren zien we dat er een tekort is aan digitale expertise. AND Digital wil met haar digitale oplossingen en expertise bedrijven zoals bijvoorbeeld Sky, Ikea en British Airways helpen hun digitale transformatie te realiseren.Sinds juni 2021 zijn we ook in Amsterdam neergestreken om in de groeiende vraag naar digitale oplossingen in Nederland te voorzien.We hebben een uniek business model om samen mét onze klanten coole produkten en services te maken. We doen dit door de in-house teams van onze klanten te mixen met onze eigen externe experts. Zo versnellen we het ontwikkelingsproces en voorzien we tegelijkertijd onze klanten van de vaardigheden die ze nodig hebben voor succes op de lange termijn.About YouAs a New Business Development Manager, you will be responsible for all new client opportunities with more of a focus on larger enterprises from initial contact through to close. As a result, you will need to be able to: Build great relationships - Really get to know and understand CIO/CDO/CTO/CEOs. Help them solve their key problems and challenge their thinking and approaches to digital and software development. Understand the tech and professional services landscape in the Netherlands and later in Belgium - Bring a wider business and technology perspective. Know the technical and business landscapes, including where the challenges and opportunities lie. Win new clients as part of a team - Take the lead on opportunities from initial contact to close. Navigate complex environments, pulling together multiple strings to close effectively. Working as one of a three person BD team in the region with accountability for an annual target. You will report to the Chief of Business Development for the Benelux Region and will be working out of our Amsterdam Hub location.You will be measured with a clear focus on the number and quality of new clients won by yourself and the team. You will need to close clients that achieve in the region of €3-6m of revenue each year for AND’s 100+ team in the region. It is also vital that we bring in the right clients. We look for a long term sustainable, “win-win” partnership with our clients from AEX 100 to scale-ups alike.YOUR BACKGROUNDIt’s essential you bring the following: Significant Enterprise Business Development experience in consulting, technology professional services in favour of product driven and Saas based organisations or Digital agency experience A track record of winning new business deals with large companies in Netherlands private sector incl. AEX indexed multinationals. These may start small but will grow to be million-Euro plus annual clients Relationship Management skills - very strong at building relationships quickly and following a well organised collaborative way Working knowledge across three or more of the following - digital, business strategy, marketing, technology, Agile, change management and business transformation. Credible at C Suite Level - Aware of the challenges facing CIOs, CTOs and wider C Suite, able to support their thinking and approach to solving these Fluent in speaking and writing Dutch and English. WHY AND?Joining ANDFrom the work we deliver, to the way we serve and support our people, we work hard to ensure that there’s nowhere quite like AND. But joining a company is a two-way street: the fit has to work on both sides. So before you apply, here’s three key things to understand about us: We’re built for people - like, real humans. Not ‘resources’ or ‘staff’. That means happiness and wellbeing really do matter to us, and we hate unnecessary hierarchy and bureaucracy. There’s no well-trodden path ahead: AND is growing fast and forging a new trail. That’s exciting, and gives us all the autonomy and opportunity we love - but bear in mind it also demands focus, patience and resilience. Diversity is a priority. After all, to build great products that a wide variety of different people love to use, we need a wide variety of people to help us build them. So diversity is more than a policy or a word: it’s business critical for us. Still sound good? Great! Fill out the short application form below and we’ll be in touch.",https://apply.workable.com/and-digital/j/A6E568A949/
Lead Data Engineer (London),Data,"London, England, United Kingdom",full,"Lead Data Engineer (London)AND IntroductionAt AND, we accelerate the development of digital capabilities. In practice, that means helping ambitious leaders and organisations build the teams, products, processes and even operational structures they need to close the digital skills gap within their organisation today, so that they thrive tomorrow.Clients rely on our experience, agility and craft skills across tech and business strategy, software development and product management to address some of the toughest challenges facing their businesses.We bring aboard thinkers, tinkerers, passionate software craftspeople and inspiring technologists to help us solve these challenges. Together, we’re united by a sense of pragmatism, purpose and a deeply-held belief that digital products and technology alone won’t transform a business or save the world: it’s the people that count.About you AND Digital are investing significantly in Data and Insight for 2021, we see these new roles as being an exciting opportunity to help shape a new engineering chapter within AND. It is a unique opportunity to work on some of the biggest data challenges in the UK alongside building and scaling a new team within AND.As a Lead Data Engineer, you will spend your time helping clients achieve their data engineering needs. Primarily the development, deployment and maintenance of data pipelines in a fast moving, Agile environment, utilising a combination of both cloud and on premises tooling.You’ll also make a real impact by taking an active role in the team’s Agile Development practices, technical decision making and development, generating value and continuously striving to improve the quality and reliability of our data and processes. You will spend the majority of your time helping deliver client data engineering opportunities and supporting the growth of our junior-mid level technologists; both within AND and for our clients. This will include being able to:  Influence the client on how they approach data engineering issues Collaborate with tech leads on system and data integration Write code to extract ingest or transform new and existing data from multiple sources Transform data in various ways to support data scientists and product analysts Build and design a scalable and extensible data architecture Conduct large scale batch and real-time processing from varying sources To do that it’s essential you bring the following At least 4+ year experience writing Python, R, SQL or Scala Experience with managing data at rest (traditional databases such as PostgreSQL and MongoDB as well as bulk data storage solutions such as Parquet, Avro, HDFS and similar) Experience with large scale data streaming solutions (using technologies such as Kafka, Kinesis and Pulsar) At least 1 year experience working with ETL technologies (such as Apache Spark or orchestration with Apache Airflow) Understanding of management of data from logging and monitoring tools (such as the ELK stack, Splunk and Open Telemetry) Experience with BI and Data warehouse tools (Tableau, Power BI, Snowflake and DataBricks)  Understanding of the use cases for Data Lakes vs Data Lakehouses Good understanding and track record of delivering complex data solutions using Agile methods including Scrum, SAFe etc.  Hands-on experience of modern software delivery, including CI/CD and DevOps practices A keen understanding of industry best-practice around standards, quality and continuous improvement in the field of Data Engineering Experience in the field of Data Engineering, Science or Analytics It’s helpful if you also have:  Consultancy or professional services experience across a number of sectors Javascript/Typescript/NodeJS experience Experience with Hadoop, Spark, Redshift or Parquet Experience in Dimensional modelling and Data Warehouse patterns Joining AND From the work we deliver, to the way we serve and support our people, we work hard to ensure that there’s nowhere quite like AND. But joining a company is a two-way street: the fit has to work on both sides. So before you apply, here’s three key things to understand about us:  We’re built for people - like, real humans. Not ‘resources’ or ‘staff’. That means happiness and wellbeing really do matter to us, and we hate unnecessary hierarchy and bureaucracy. There’s no well-trodden path ahead: AND is growing fast and forging a new trail. That’s exciting, and gives us all the autonomy and opportunity we love - but bear in mind it also demands focus, patience and resilience. Diversity is a priority. After all, to build great products that a wide variety of different people love to use, we need a wide variety of people to help us build them. So diversity is more than a policy or a word: it’s business critical for us. ",https://apply.workable.com/and-digital/j/4125B363C6/
Javascript Software Engineer - Dutch speaking (Rotterdam),Engineering,"Rotterdam, South Holland, Netherlands",full,"Software Engineer (Amsterdam)Who We Are:AND Digital are a tech company focused on accelerating digital delivery and dedicated to closing the digital skills gap. We’ve been helping organisations build better digital products and stronger digital teams since 2014.We believe our work should always leave a legacy for the client. We do this through close relationships with our offices (or ‘Clubs’) so that our partners are always prioritised by a regional team close to them.This unique model has driven success for our clients and ourselves, evidenced by our remarkable organic growth since 2014. Today we number more than 1,400 people with Clubs all over the UK and Europe with plans for global expansion in the next couple of years. We're excited to announce that we're opening our Rotterdam office in the beginning of summer.Join us - and help us fulfil our mission to close the world’s digital skills gap.About YouAs a Software Engineer, you will put your development expertise to work, building remarkable, digital products in Agile environments using a variety of languages and frameworks. As a result, you will need to be able to: Work on large-scale, multiple industries, eCommerce and enterprise-level software development projects using languages such as Javascript , React.JS , Node.JS  .  Champion software quality and technical vision for AND and our clients To do that, it’s essential you bring the following: A few years of professional experience in software development Experience with one preferably with more programming languages Ability to champion TDD/BDD/XP Software development Problem solving skills and work as a team to make them a reality Ability to work in a collaborative environment where your ideas and opinions are valued and respected Why join AND Digital?We have three values: wonder, share, and delight. These values inform how we work with clients, and our culture: what it feels like to work for AND. We believe collaboration, ambition, curiosity and fun can drive innovation by creating a better environment for problem-solving.By joining AND, we’ll provide: Opportunities to work on projects with big clients and the chance to produce meaningful work that makes a difference to people’s lives. A “Blended Working” model, meaning you will be able to work in a range of locations from; your home, in your clubhouse, on a client, as well as just a change of scenery. A dedicated career scrum team, designed to help you reach your career goals and develop the skills you need to be your best self. An annual budget for training and upskilling, including allocated days off so you don’t have to study in your own free time. Monthly and quarterly team socials - on us - ranging from after work drinks, to driving experience days with your fellow club members. A safe environment for you to be yourself and challenge yourself.At AND Digital we embrace diversity and are committed to equal opportunities. We are actively recruiting for a diverse and inclusive workforce so want to ensure we do everything we can to support your application.We want you to feel safe and empowered to let us know if you require any adjustments to be made to your application or interview process so please speak to our recruitment team. ",https://apply.workable.com/and-digital/j/72B3DD0D95/
Marketing Specialist,Marketing,"Amsterdam, North Holland, Netherlands",full,"About YouAs the Marketing Specialist Nederland in our Hub (a line of business enabling AND Clubs In Amsterdam and Rotterdam (Q4 ‘22), you’ll focus on implementing, refining and continuously improving regional marketing activity for the Hub region, contributing directly to the commercial success and growth of the Hub in the Netherlands and over time in Belgium and Germany.You will be responsible for engaging with local leadership and ANDis to strongly position AND in the regional market, with the aim of converting that market profile into revenue. You’ll have a dual reporting line: reporting into the Regional Marketing Manager, and into the European Hub Lead. This ensures that data, insights and new ways of working are shared, embedded and supported across marketing in all Hubs whilst at the same time, enabling the local Client Partner and Recruitment team.As a result you will need to be able to plan and execute marketing activities with the aim of: Building the profile and presence of AND in The Netherlands; Identifying, actively pursuing and qualifying regional prospects; Converting prospects into qualified leads to support the business development pipeline;  Ideate and deliver a focused lead generation and awareness-orientated event programme to engage new prospects and recruitment candidates. Deepening existing priority client relationships.  To do this, it’s essential you are: Native in Dutch language and familiar with Dutch marketing landscape / best practises including media, event and PR Experienced in B2B marketing, preferably with a strong background in technology and/or professional services. A highly adaptable individual, able to work with a high degree of autonomy and the ability to tactically deliver positive impact at pace. Evidence of establishing and scaling lead generation processes, working with sales functions to map, define and optimise lead generation and lead nurturing cycles. A marketing generalist who understands business development and evidence of nurturing prospects across complex and long sales cycles. Experienced in stakeholder management, and the ability to balance and direct competing priorities and needs across different Hub areas. Be a passionate ambassador for brand and marketing, understanding the need for impactful regional activity balanced within a coherent, consistent brand. Experience in Digital marketing, Events, SEO and PR. Experience in content management (creation, curation and distribution - either through internal collaboration or agency support) Experience in campaign management (creation, execution and data analysis) It's helpful if you also have: A bachelor’s degree in marketing, business or similar. Strong copywriting and excellent written Dutch and English skills, and a creative mind. Excellent communication skills. Ability to work with creative team members to develop content. Excellent project management skills with the ability to manage multiple deadlines and problem solve. Knowledge and/ or experience of working with Hubspot Understanding of Content Management System(s) ",https://apply.workable.com/and-digital/j/9C460247AE/
JavaScript Developer,Engineering,"Amsterdam, North Holland, Netherlands",full,"JavaScript Developer (Amsterdam)AND Introduction At AND, we accelerate the development of digital capabilities. In practice, that means helping ambitious leaders and organisations build the teams, products, processes and even operational structures they need to close the digital skills gap within their organisation today, so that they thrive tomorrow.  Clients rely on our experience, agility and craft skills across tech and business strategy, software development and product management to address some of the toughest challenges facing their businesses.  We bring aboard thinkers, tinkerers, passionate software craftspeople and inspiring technologists to help us solve these challenges. Together, we’re united by a sense of pragmatism, purpose and a deeply-held belief that digital products and technology alone won’t transform a business or save the world: it’s the people that count!About YouAs a JavaScript Developer, you will be hands on developing software products. As a result, you will need to be able to: Work on large-scale, multiple industries, eCommerce and enterprise-level software development projects using languages and technologies such as Angular / NodeJS / ReactJS / VueJS, AWS and more Be comfortable working in testing orientated and CI/CD environments  To do that, it’s essential you bring the following: Champion TDD/BDD Software development Facilitate problem solving and work as a team to make them a reality Work in a collaborative environment where your ideas and opinions are valued and respected It’s helpful if you also have: Work with Junior and other Mid Developers in your team and assist with their mentoring and career development plans Be responsible for your own career development - with many different paths to choose at AND you will have the full support of the wider management team to progress your career at your own pace Language Proficiency English: Proficient Dutch: Proficient/native preferred Joining AND From the work we deliver, to the way we serve and support our people, we work hard to ensure that there’s nowhere quite like AND. But joining a company is a two-way street: the fit has to work on both sides. So before you apply, here’s three key things to understand about us:  We’re built for people - like, real humans. Not ‘resources’ or ‘staff’. That means happiness and wellbeing really do matter to us, and we hate unnecessary hierarchy and bureaucracy. There’s no well-trodden path ahead: AND is growing fast and forging a new trail. That’s exciting, and gives us all the autonomy and opportunity we love - but bear in mind it also demands focus, patience and resilience. Diversity is a priority. After all, to build great products that a wide variety of different people love to use, we need a wide variety of people to help us build them. So diversity is more than a policy or a word: it’s business critical for us. Still sound good? Great! Fill out the short application form below and we’ll be in touch.",https://apply.workable.com/and-digital/j/71837A93E2/
Java Tech Lead (Amsterdam),Engineering,"Amsterdam, North Holland, Netherlands",full,"Tech Lead (Java)AND IntroductionAt AND, we accelerate the development of digital capabilities. In practice, that means helping ambitious leaders and organisations build the teams, products, processes and even operational structures they need to close the digital skills gap within their organisation today, so that they thrive tomorrow.Clients rely on our experience, agility and craft skills across tech and business strategy, software development and product management to address some of the toughest challenges facing their businesses.We bring aboard thinkers, tinkerers, passionate software craftspeople and inspiring technologists to help us solve these challenges. Together, we’re united by a sense of pragmatism, purpose and a deeply-held belief that digital products and technology alone won’t transform a business or save the world: it’s the people that count.About YouAs a Java Tech Lead, at AND Digital you’ll act as a hands on, senior software engineer working across a Club’s portfolio of clients, onsite and in multi-skilled agile delivery teams. As a result, you will need to be able to: Provide hands on technical expertise in Java  Use your expert tech knowledge to influence the direction of projects whilst coaching and upskilling a team through implementing engineering best practices such as code reviews and pair programming. Be hands on with development teams, you’ll understand what good code looks like and see the bigger picture, taking architecture into consideration with a DevOps mindset. Give and receive regular feedback to help the Developer community within your Club develop and be more effective will be key. Remain hands on with code, with a clear progression path to become more senior in your field without the responsibility of managing a team. To do that, it’s essential you bring the following: Strong hands on expertise in Java  Backend software engineering experience across, SpringBoot, AWS, Jenkins, Docker, Kubernetes and more Agile experience such as TDD/BDD, Pair Programming, XP Practical understanding of continuous Integration and deployment It’s helpful if you also have: Testing tools e.g. Mocha, Jasmine, Selenium, jMeter, jUnit Proficiency with version control software, specifically GitHub Platforms – CMS, eCommerce Databases e.g. MySQL, Postgres, Mongo – designing schemas and optimising queries Joining ANDFrom the work we deliver, to the way we serve and support our people, we work hard to ensure that there’s nowhere quite like AND. But joining a company is a two-way street: the fit has to work on both sides. So before you apply, here’s three key things to understand about us: We’re built for people - like, real humans. Not ‘resources’ or ‘staff’. That means happiness and wellbeing really do matter to us, and we hate unnecessary hierarchy and bureaucracy. There’s no well-trodden path ahead: AND is growing fast and forging a new trail. That’s exciting, and gives us all the autonomy and opportunity we love - but bear in mind it also demands focus, patience and resilience. Diversity is a priority. After all, to build great products that a wide variety of different people love to use, we need a wide variety of people to help us build them. So diversity is more than a policy or a word: it’s business critical for us. Still sound good? Great! Fill out the short application form below and we’ll be in touch.",https://apply.workable.com/and-digital/j/73FD6CA0BF/
Java Engineer,Engineering,"Amsterdam, North Holland, Netherlands",full,"Who We Are:AND Digital are a tech company focused on accelerating digital delivery and dedicated to closing the digital skills gap. We’ve been helping organisations build better digital products and stronger digital teams since 2014.We believe our work should always leave a legacy for the client. We do this through close relationships with our offices (or ‘Clubs’) so that our partners are always prioritized by a regional team close to them.This unique model has driven success for our clients and ourselves, evidenced by our remarkable organic growth since 2014. Today we number more than 1,300 people with Clubs all over the UK and Europe with plans for global expansion in the next couple of years.Join us - and help us fulfil our mission to close the world’s digital skills gap.What you’ll bring to the table: Knowledge of common Java frameworks and build tools (Spring, Spring Boot, Maven, Gradle) Commercial experience of backend Java development Understanding of common performance and debugging tools Experience in developing and maintaining automated test suites as part of the SDLC Experience in aspects of observability e.g. metrics, monitoring, logging etc. Facilitate problem solving and work as a team to bring software to life Work in a collaborative environment where your ideas and opinions are valued and respected Take ownership of your own career progression with extensive support from those around you Why join AND Digital?We have three values: wonder, share, and delight. These values inform how we work with clients, and our culture: what it feels like to work for AND. We believe collaboration, ambition, curiosity and fun can drive innovation by creating a better environment for problem-solving.By joining AND, we’ll provide: Opportunities to work on projects with big clients and the chance to produce meaningful work that makes a difference to people’s lives. A “Blended Working” model, meaning you will be able to work in a range of locations from; your home, in your clubhouse, on a client, as well as just a change of scenery. A dedicated career scrum team, designed to help you reach your career goals and develop the skills you need to be your best self. An annual budget for training and upskilling, including allocated days off so you don’t have to study in your own free time. Monthly and quarterly team socials - on us - ranging from after work drinks, to driving experience days with your fellow club members. A safe environment for you to be yourself and challenge yourself. Benefits 25 days holiday allowance + bank holidays 13 days per year for innovation or upskilling 2 days per year for volunteering Share scheme PLUS many more Equal Opportunities StatementAt AND Digital we embrace diversity and are committed to equal opportunities. We are actively recruiting for a diverse and inclusive workforce so want to ensure we do everything we can to support your application.We want you to feel safe and empowered to let us know if you require any adjustments to be made to your application or interview process so please speak to our recruitment team.",https://apply.workable.com/and-digital/j/D8573F4FE1/
Java Developer,Engineering,"Reading, England, United Kingdom",full,"Who We Are:AND Digital are a tech company focused on accelerating digital delivery and dedicated to closing the digital skills gap. We’ve been helping organisations build better digital products and stronger digital teams since 2014.We believe our work should always leave a legacy for the client. We do this through close relationships with our offices (or ‘Clubs’) so that our partners are always prioritized by a regional team close to them.This unique model has driven success for our clients and ourselves, evidenced by our remarkable organic growth since 2014. Today we number more than 1,300 people with Clubs all over the UK and Europe with plans for global expansion in the next couple of years.Join us - and help us fulfil our mission to close the world’s digital skills gap.What you’ll bring to the table: Experience working on software development projects using languages and technologies such as Java, SpringBoot, Node, React, AWS, Jenkins, Docker, Kubernetes, Kafka and more Champion software quality and technical vision for AND and our clients Champion TDD/BDD/XP Software development The ability to facilitate problem solving and work as a team to make them a reality Experience working in a collaborative environment where your ideas and opinions are valued and respected Experience working with Junior and Mid Developers in your team and assist with their mentoring and career development plans. The drive to pursue your own career development - with many different paths to choose at AND you will have the full support of the wider management team to progress your career at your own pace Why join AND Digital?We have three values: wonder, share, and delight. These values inform how we work with clients, and our culture: what it feels like to work for AND. We believe collaboration, ambition, curiosity and fun can drive innovation by creating a better environment for problem-solving.By joining AND, we’ll provide: Opportunities to work on projects with big clients and the chance to produce meaningful work that makes a difference to people’s lives. A “Blended Working” model, meaning you will be able to work in a range of locations from; your home, in your clubhouse, on a client, as well as just a change of scenery. A dedicated career scrum team, designed to help you reach your career goals and develop the skills you need to be your best self. An annual budget for training and upskilling, including allocated days off so you don’t have to study in your own free time. Monthly and quarterly team socials - on us - ranging from after work drinks, to driving experience days with your fellow club members. A safe environment for you to be yourself and challenge yourself. Benefits 26 days holiday allowance + bank holidays 13 days per year for innovation or upskilling 2 days per year for volunteering Share scheme A £1000 flexifund to use on a personalised list of benefits such Gym membership, Cycle to Work Scheme, Health, dental and optical cash plan PLUS many more For a full list of benefits - click hereEqual Opportunities StatementAt AND Digital we embrace diversity and are committed to equal opportunities. We are actively recruiting for a diverse and inclusive workforce so want to ensure we do everything we can to support your application.We want you to feel safe and empowered to let us know if you require any adjustments to be made to your application or interview process so please speak to our recruitment team. ",https://apply.workable.com/and-digital/j/AA2206383C/
