Name of the role,Department,Location,Job type,Job description,URL
Nurse Manager - Adult Services,*Nursing,Belmont Behavioral Hospital,Full Time,"The successful Nurse Manager candidate for this position will lead a general psychiatric unit providing both administrative and clinical support. The multidisciplinary care teams, consisting of psychiatrists, registered nurses, behavioral health technicians, therapists, teachers, psychologists, and social workers will focus on the stabilization and treatment of patients in crisis. The new units provide an optimal setting for mental health services aimed at meeting the needs of patients and their families. The physical environment promotes a range of activities such as group and recreational therapies, music, quiet space, access to technology to facilitate education, and family visitation.
The Nurse Manager is responsible for the quality, safety, and efficiency of patient care providers in the assigned department(s). This includes functional responsibility for the day-to-day operation of all components of the department(s) and integration into the hospital's network, personnel, planning, budgeting, marketing, clinical review, and committee structure. Assumes leadership role planning for the department(s) including but not limited to personnel, performance improvement, patient safety, regulatory compliance, programs/services, and physical plant issues.
Job Duties And Responsibilities

Assumes 24-hour responsibility/accountability for planning, organizing, and supervising care necessary to assure patient safety and meet the needs of patients served by assigned department(s).
Performs direct administrative functions for assigned department(s).
Develops, implements, and evaluates a short and long-range of performance improvement and operational goals and objectives for the department(s).
Implements policies, procedures, rules, regulations, and recommended practices and ensures that clinical practice standards are met.
Analyzes and responds accordingly to unit-specific performance, outcome, and financial data.
Develops capital and operational budgets in collaboration with Finance, hospital, and Service line leadership.
Selects motivates and retains staff; initiates formal recognition plan.
Responsible for developing and evaluating staffing based on patient care needs while maintaining costs within budget.
Maintains departmental records for administrative and regulatory purposes.
Facilitates unit-based councils participate in network councils, leads projects for performance improvement, and organizes monthly staff meetings and committee meetings.
Enhances job knowledge by remaining current in trends in the health care industry and specialty areas.
Works closely with appropriate medical staff leadership and members in the development and attainment of departmental goals.
Promotes an environment that fosters inquiry and creative thought, nursing education, development and application of evidence-based practice initiatives, and maintenance of staffing competencies.
Reviews performance of staff, assures staff competency, and initiates remedial actions, when appropriate.

 
Education
Graduate of a professional nursing program. Registered Nurse with a current license to practice in the state of Pennsylvania or seeking licensure through endorsement. Bachelor of Nursing preferred, enrollment in Bachelor of Nursing Program required upon hire or at time of promotion.
 
Training And Experience
Minimum of two (2) years of clinical experience with demonstrated leadership abilities required. Sound clinical knowledge in areas to be managed. Strong interpersonal skills. Demonstrates ability in Human Resources and Financial Resource Management. Current BLS certification. Basic computer skills.
 
Certification
Board certification is preferred, but not required. Certification is required to be obtained within 2 years of hire.",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=f93d9762-fae5-40cb-9063-27ab9c214e6e
"Inpatient Case Manager, Per Diem - Weekend Coverage",*Case Management,Belmont Behavioral Hospital,Part Time,"Belmont Behavioral Hospital is a premiere provider of comprehensive treatment for mental health conditions and substance abuse problems. Having been in operation for over 75 years as one of the most prominent providers of behavioral healthcare treatment services, Belmont is proud to offer high quality and specialized programming options for children, adolescents, adults, and older adults who are suffering from psychiatric concerns and chemical dependency.
Belmont Behavioral Hospital currently has an opening for a Inpatient Case Manager, Per Diem - Weekend Coverage, in our Social Services Department.
The Social Worker (Case Manager) provides comprehensive case management for acutely ill psychiatric and substance abusing patients. The Social Worker (Case Manager) works completes assessments and works collaboratively with the treatment team to develop treatment and discharge recommendations.  This role involves both individual and family work, case management, utilization review, and discharge planning.
Master's degree in Social Work, Counseling or related human service field required with one or more years’ experience working in a behavioral health setting preferred. Degree must be from an accredited program or approved school.",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=e76f0328-0894-4aa2-8371-22c4f58ee6a5
Security Guard - FT (Night Shift ),*Facility Operations,Belmont Behavioral Hospital,Full Time,"Belmont Behavioral Hospital is a premiere provider of comprehensive treatment for mental health conditions and substance abuse problems. Having been in operation for over 75 years as one of the most prominent providers of behavioral healthcare treatment services, Belmont is proud to offer high quality and specialized programming options for children, adolescents, adults, and older adults who are suffering from psychiatric concerns and chemical dependency.
Belmont Behavioral Hospital currently has an opening for a FT, Security Guard (Mon, Tues 11:00pm - 7:30am, Wed 7pm - 7:30am: Every other Sat/Sun 11pm - 7:30am).
The Security Guard is responsible for monitoring all persons and/or vehicles entering or leaving facility property. 
The Security Guard will:

Assist, direct and monitor all persons entering and leaving the facility property.
Keep accurate log books, as required.
Direct emergency personnel arriving on facility property and maintain flow of traffic during emergencies, such as fire drills.
Communicate incoming admissions, visits and deliveries to appropriate staff.
Monitor parking area to ensure that no loitering or misconduct takes place, monitor lobby area and do frequent sweeps of the entire facility.
Interact with staff and patients in a professional manner at all times.
Report any suspicious behavior to the CEO and/or leadership.

The ideal candidate will:

High School diploma or equivalent required.
Minimum of two years’ experience in security, corrections or military.
Valid drivers license required.
",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=c647c822-01a5-4b68-8894-edb5d9ba8ee1
Therapist - Outpatient - Per Diem,*Therapeutic Services,Belmont Behavioral Hospital,Part Time,"Belmont Behavioral Hospital currently has an opening for a Full time, Bachelor or Master's Level Therapist in our Outpatient Services. This position will join our multi-disciplinary treatment team focused on serving our Adult Subacute Programming. Our subacute programming is a structured program designed to provide stabilization and stimulation through structured activities and group therapies to our Persons Receiving Services (PRS).
The Therapist in Outpatient Services provides high quality group and individual psychotherapy. This position will also be responsible for a caseload of PRS. This Therapist will complete the required documentation and record keeping on each PRS. This position works under the direction of the Executive Director of Outpatient Services and provides psychotherapy primarily to Adults.
This position requires providing service to the following age population(s) 18 and older in a manner that demonstrates an understanding of the functional/developmental age of the individual served.
The ideal candidate will:

Bachelor or Master’s degree in Social Work or Psychology required.
Group Therapy experience required.
",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=0b160b09-09f7-4a05-a9d8-f99b58e7ae25
Child & Adolescent Psychotherapist,*Social Services,Belmont Behavioral Hospital,Full Time,"

Belmont Behavioral Hospital is a premiere provider of comprehensive treatment for mental health conditions and substance abuse problems. Having been in operation for over 75 years as one of the most prominent providers of behavioral healthcare treatment services, Belmont is proud to offer high quality and specialized programming options for children, adolescents, adults, and older adults who are suffering from psychiatric concerns and chemical dependency.
The Psychotherapist position provides quality care along with associated assessments and documentation to patients at Belmont Campus through individual and group treatments administered in collaboration with the patients’ treatment team and contributes to the development and implementation of evidenced based interventions.
Master degree in behavioral health discipline (E.g.: Therapeutic Recreation, Music Therapy, Art Therapy, Occupational Therapy and Counseling Psychology) plus one year experience working with psychiatric populations in either acute care or community settings or a combination of both.

",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=c127dda5-7a62-4fd3-892e-7c06ef6a2d10
Patient Financial Counselor Business Office - Full time,*Business Office,Belmont Behavioral Hospital,Full Time,"Belmont Behavioral Hospital is a premiere provider of comprehensive treatment for mental health conditions and substance abuse problems. Having been in operation for over 75 years as one of the most prominent providers of behavioral healthcare treatment services, Belmont is proud to offer high quality and specialized programming options for children, adolescents, adults, and older adults who are suffering from psychiatric concerns and chemical dependency.
Belmont Behavioral Hospital currently has an opening for a Full time, Patient Financial Counselor.
The Business Office Patient Financial Counselor is responsible for accurate, timely and complete documentation regarding insurance verification, billing and collections. 
 The Business Office Patient Financial Counselor will:

Responsible for auditing the admission packets and for the verification of benefits along with all patient demographic information in the patient accounting system.
Financial counseling of patients and/or guarantors and collecting any out of pocket (deductibles, copays, exhausted days, etc).  Provide information to the patient and/or guarantors regarding their benefits and financial obligations.
Completing financial disclosure paperwork for patients that request assistance including verifying income and expenses.
Complete adjustment forms for any charity or administrative adjustments for approval.
Complete promissory notes for patients that request payment arrangements.
Update on a daily basis the upfront collection log, charity log, and admin adjustment log.  Review with Business Office Director on a weekly basis.
Gathers and interprets data from system and understands appropriate course of action to take and initiates time-sensitive and strategic steps resulting in payment.

Billing and Collection Specialist Duties:

Call and status outstanding claims with third party payors.
Review claims issues and make corrections as needed and rebill.
Utilize claims clearing house to review and correct claims. Resubmit electronically when available.
Review explanation of benefits to ascertain that claim processed and paid correctly.
Complete adjustment forms if any adjustments need to be made to an account and attach all supporting documentation.
Manage daily productivity via patient accounting system and productivity reports. Needs to maintain an average of 30-40 accounts worked per day minimum.
Prorate patient accounts and monitor that balance due is in the correct financial class.
Report an overview of the week to the BOD and participate in AR meetings.
Gather and interpret data from system and understands appropriate course of action to take and initiates time-sensitive and strategic steps resulting in payment.
Assist financial counselors as needed.
Alert Financial Counselors and Business Office Director of all benefit eligibility matters that suggest or challenge reimbursement.

The ideal candidate will have:
High school diploma or equivalent required.  Must have at least 3 years' experience in related field.  Must have extensive knowledge and understanding of Commercial Insurance and Medicare/Medicaid.",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=76c88b47-8512-4a29-9ea0-05b9da44ac05
Registered Nurse (RN) - Full Time,*Nursing,Belmont Behavioral Hospital,Full Time,"We are looking to add compassionate RNs to our nurse team! Belmont Behavioral Hospital is a 180-bed treatment center providing services to children, adults and adolescents on both an inpatient and outpatient basis. 
We are currently seeking a Full time, Evening Night Shift (7 a.m.-7 p.m.), (3) 12's, every 3rd weekend Float Registered Nurse (RN), at Belmont Behavioral Hospital.
BENEFITS:
Belmont provides a comprehensive package of benefits for our (Part-Time Benefit eligible and Full Time positions). 
Current benefits include:

Sign on Bonus $2,500
Competitive hourly rate with shift differential available
Medical, dental, and vision insurance
Acadia Healthcare 401(k) plan
Excellent training program
Professional growth opportunity that is second to none in the industry.

 
AVAILABLE SHIFTS AND HOURS 
We have full and part-time staff RN positions available for day, evening and night shifts) . We offer float 12hr shifts as well. All RNs rotate weekend shifts.
TRAINING AND ORIENTATION 
Belmont is committed to training and safety. All new-hire RNs will attend a 6-day hospital-wide orientation before spending 2 weeks in unit orientation with a preceptor. 
 
The Registered Nurse:

Provides and coordinate care by assessing physical and behavioral health needs of patient, develop and implement nursing care plans, maintain medical records and educate patients and their families about various physical and behavioral health conditions. 
Provides nursing care and services within the standards and scope of nursing practice as defined within the state Nurse Practice Act regulations, policies, procedures and protocols, as well as facility and corporate policies and procedures.
Ensure physician’s orders are legible if taken verbally and transcribed appropriately per policy and procedure.
Ensure patient’s status is assessed on an ongoing basis and pertinent information gathered is documented. Notify physician of significant changes in status such as difficulties with detox, medical emergency or change in medical status regarding response to medications, etc.
Nursing treatment plans are specific to assessed needs. Initial treatment plan is completed upon admission.

The ideal candidate will:

Graduated from an accredited school of nursing.
Current Registered Nurse (RN) license in the State of Pennsylvania
Current Mandated Reporting Training and CPR certification required.
Previous psych nursing experiencing highly preferred.

 ",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=e58045e4-e450-4f55-8fa8-47a2ad756234
Psychotherapist,*Social Services,Belmont Behavioral Hospital,Full Time,"

Belmont Behavioral Hospital is a premiere provider of comprehensive treatment for mental health conditions and substance abuse problems. Having been in operation for over 75 years as one of the most prominent providers of behavioral healthcare treatment services, Belmont is proud to offer high quality and specialized programming options for children, adolescents, adults, and older adults who are suffering from psychiatric concerns and chemical dependency.
The Psychotherapist position provides quality care along with associated assessments and documentation to patients at Belmont Campus through individual and group treatments administered in collaboration with the patients’ treatment team and contributes to the development and implementation of evidenced based interventions.
Master degree in behavioral health discipline (E.g.: Therapeutic Recreation, Music Therapy, Art Therapy, Occupational Therapy and Counseling Psychology) plus one year experience working with psychiatric populations in either acute care or community settings or a combination of both.

",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=996395c7-013c-40a1-97f7-fed81bf668e1
Registered Nurse (RN) - Full Time,*Nursing,Belmont Behavioral Hospital,Full Time,"We are looking to add compassionate RNs to our nurse team! Belmont Behavioral Hospital is a 180-bed treatment center providing services to children, adults, and adolescents on both an inpatient and outpatient basis. 
We are currently seeking a Full-time Registered Nurse (RN) at Belmont Behavioral Hospital.
BENEFITS:
Belmont provides a comprehensive package of benefits for our (Part-Time Benefit eligible and Full-Time positions). 
Current benefits include:

Sign-on Bonus $10,000
Competitive hourly rate with shift differential available
Medical, dental, and vision insurance
Acadia Healthcare 401(k) plan
Excellent training program
Professional growth opportunity that is second to none in the industry.

 
AVAILABLE SHIFTS AND HOURS 
We have full-time, and part-time w benefits RN positions available for day, evening, and night shifts). We both 8hr and 12hr shifts. All RNs rotate weekend shifts.
TRAINING AND ORIENTATION 
Belmont is committed to training and safety. All new-hire RNs will attend a 5-day hospital-wide orientation before spending 2 weeks in unit orientation with a preceptor. 
 
The Registered Nurse:

Provides and coordinates care by assessing the patient's physical and behavioral health needs, developing and implementing nursing care plans, maintaining medical records, and educating patients and their families about various physical and behavioral health conditions. 
Provides nursing care and services within the standards and scope of nursing practice as defined within the state Nurse Practice Act regulations, policies, procedures, and protocols, as well as facility and corporate policies and procedures.
Ensure physician’s orders are legible if taken verbally and transcribed appropriately per policy and procedure.
Ensure patient’s status is assessed on an ongoing basis, and pertinent information is documented. Notify physician of significant changes in status such as difficulties with detox, medical emergency, or change in medical status regarding response to medications, etc.
Nursing treatment plans are specific to assessed needs. The initial treatment plan is completed upon admission.

The ideal candidate will:

Graduated from an accredited school of nursing.
Current Registered Nurse (RN) license in the State of Pennsylvania
Current Mandated Reporting Training and CPR certification are required.
Previous psych nursing experience is highly preferred.

 ",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=9da89d73-b4c2-4050-a845-cb7871db03bb
Board Certified Behavioral Analyst -  BCBA - Full time,*Therapeutic Services,Belmont Behavioral Hospital,Full Time,"Belmont Behavioral Hospital is a premiere provider of comprehensive treatment for mental health conditions and substance abuse problems. Having been in operation for over 75 years as one of the most prominent providers of behavioral healthcare treatment services, Belmont is proud to offer high quality and specialized programming options for children, adolescents, adults, and older adults who are suffering from psychiatric concerns and chemical dependency.
We are currently seeking a Full time, Board-Certified Behavioral Analyst (BCBA) position, in our STAR (Specialized Treatment for Autism and Related Disorders) , at Belmont Behavioral Hospital.
The primary function of the Board-Certified Behavioral Analyst (BCBA) is to plan, develop, and monitor a variety of behavioral support service delivery options to meet the needs of persons receiving services (PRS) diagnosed with Autism Spectrum Disorders (ASD) and/or other behavioral and social/communication challenges. The BCBA also consults with and teaches clinical team members regarding pro-active, educational and behavioral supports; develops and implements comprehensive treatment plans; conducts behavioral evaluations of PRS and designs behavior and individual support plans and collaborates with clinical team members, educators, families, and other providers as appropriate. The BCBA supports the child and adolescent units and provides ongoing training and direct support to team members.
The ideal candidate will:

Master’s or Doctoral Applied Behavioral Analysis conferred by an accredited program, or otherwise meet the BACB eligibility requirements to become a BCBA.
Two or more years’ experience working with children and adolescents with autism spectrum disorders with a demonstrated understanding of the principals of behavioral management preferred.
Experience in working with children and families required
",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=d3a0242c-dc76-45ab-8d6d-8d0b94aa42c9
Behavioral Health Associate- Full-Time,*Nursing,Belmont Behavioral Hospital,Full Time,"Belmont Behavioral Hospital is a premiere provider of comprehensive treatment for mental health conditions and substance abuse problems. Belmont has been operating for over 75 years as one of the most prominent behavioral healthcare treatment services. Belmont is proud to offer high-quality and specialized programming options for children, adolescents, adults, and older adults suffering from psychiatric concerns and chemical dependency.
We are currently seeking a Full-Time Behavioral Health Associate. 
Under the direction and supervision of a Registered Nurse, this role completes a portion of the patient assessment, provides patient care, assesses units for safety, and maintains complete and accurate documentation. Leads and co-leads therapeutic activities.
The ideal candidate will have: 
High school diploma or equivalent (GED) along with at least 12 behavioral health college credits and 2 years of experience in Human Services and/or Behavioral Health.
 Or 
 Bachelor's degree in a human services field and 1-year experience in Human Services and/or Behavioral Health. 

Current CPR certification is required.
Registered Behavior Technician (RBT) certification preferred. 

 ",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=80dbe4d4-50b4-4db7-8be6-b24ee8d2d6c9
Behavioral Health Associate- Part-Time,*Nursing,Belmont Behavioral Hospital,Part Time,"Belmont Behavioral Hospital is a premiere provider of comprehensive treatment for mental health conditions and substance abuse problems. Belmont has been operating for over 75 years as one of the most prominent behavioral healthcare treatment services. Belmont is proud to offer high-quality and specialized programming options for children, adolescents, adults, and older adults suffering from psychiatric concerns and chemical dependency.
We are currently seeking a Part-Time Behavioral Health Associate. 
Under the direction and supervision of a Registered Nurse, this role completes a portion of the patient assessment, provides patient care, assesses units for safety, and maintains complete and accurate documentation. Leads and co-leads therapeutic activities.
The ideal candidate will have: 
High school diploma or equivalent (GED) along with at least 12 behavioral health college credits and 2 years of experience in Human Services and/or Behavioral Health.
 Or 
 Bachelor's degree in a human services field and 1-year experience in Human Services and/or Behavioral Health. 

Current CPR certification is required.
Registered Behavior Technician (RBT) certification preferred. 

 ",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=0dbe8687-742f-4447-8916-73b0c2711517
Admissions Counselor - PT - Every Other Saturday Evening Night Shift,*Admissions,Belmont Behavioral Hospital,Part Time,"Belmont Behavioral Hospital is a premiere provider of comprehensive treatment for mental health conditions and substance abuse problems. Having been in operation for over 75 years as one of the most prominent providers of behavioral healthcare treatment services, Belmont is proud to offer high quality and specialized programming options for children, adolescents, adults, and older adults who are suffering from psychiatric concerns and chemical dependency.
Belmont Behavioral Hospital is looking for qualified candidates for an part-time Admission Counselor position, in our Access Center. 
The Admission Counselor is the primary facilitator for all admissions being presented to Belmont. The Admission Counselor is responsible for gathering and assessing (within the context of Belmont admission criteria) patient clinical information for the purpose of making appropriate admission decisions. The Admission Counselor routinely interfaces with external referral sources, patients, insurance companies and internal staff to facilitate the successful admission of the patient into Belmont. This process includes frequently gathering clinical information on complex medical cases to review with the psychiatrist to make appropriate clinical decisions. Frequently the Admission Counselor is called upon to give an in depth clinical presentation to the insurance company in order to obtain authorization for the inpatient stay.   This position also includes the use of excellent customer service skills, in very challenging situations, to build very good relationships with both external and internal customers. The ability to build excellent relationships with all customers is key to this position.
The Admission Counselor is also responsible for the gathering of clinical information from patients, family members and other referral sources for the purpose of linking patients with appropriate outpatient services throughout Belmont Behavioral Health. They are responsible for knowing what services are available and what the criteria are for entry into those programs.
 Other significant functions include:
 1)      Oversee management of the hospital bed board.
2)      Responsible for physician assignment of all patients being admitted to Belmont.
3)      Assist patient in completion of all admission paperwork.
4)      Registration of all Admissions.
5)      Outpatient Centralized Scheduling.
Qualified candidates will have a Master's degree in a Therapeutic Counseling, Behavioral Science, Social Work or related field. In some states, may also be a registered nurse, in which case, an associate's or bachelor's degree in nursing is required.

Three plus years of mental/behavioral health experience working with individuals in a clinical or observational capacity, preferably within the area of specialty for the facility.
Experience in the managed care pre-certification process, level of care assessments and utilization.

 
Night Shift: 7:00pm to 7:30am (12hrs) every other week and every other weekend required.
 ",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=80d4d1bb-fa21-4d9a-b68c-78903dd60fb3
Registered Nurse (RN) - Part-Time,*Nursing,Belmont Behavioral Hospital,Part Time,"We are looking to add compassionate RNs to our nurse team! Belmont Behavioral Hospital is a 252-bed treatment center providing services to children, adolescents, and adults in an inpatient setting. Every day you are with us, you will make a vital contribution to the health and well-being of individuals in crisis and their loved ones.
We are currently seeking a Part-time Registered Nurse (RN) at Belmont Behavioral Hospital.
BENEFITS:
Belmont provides a comprehensive package of benefits for our ( Part-Time positions). 
Current benefits include:

Sign-on Bonus of $2,500
Competitive hourly rate with shift differential available
Excellent training program
Professional growth opportunity that is second to none in the industry.

 
AVAILABLE SHIFTS AND HOURS 
We have part-time staff RN positions available for day, evening, and night shifts). We offer both 8hr and12hr shifts. All RNs rotate weekend shifts.
TRAINING AND ORIENTATION 
Belmont is committed to training and safety. All new-hire RNs will attend a 6-day hospital-wide orientation before spending 2 weeks in unit orientation with a preceptor. 
 
The Registered Nurse:

Provides and coordinates care by assessing the patient's physical and behavioral health needs, developing and implementing nursing care plans, maintaining medical records, and educating patients and their families about various physical and behavioral health conditions. 
Provides nursing care and services within the standards and scope of nursing practice as defined within the state Nurse Practice Act regulations, policies, procedures, and protocols, as well as facility and corporate policies and procedures.
Ensure physician’s orders are legible if taken verbally and transcribed appropriately per policy and procedure.
Ensure patient’s status is assessed on an ongoing basis, and pertinent information is documented. Notify physician of significant changes in status such as difficulties with detox, medical emergency, or change in medical status regarding response to medications, etc.
Nursing treatment plans are specific to assessed needs. The initial treatment plan is completed upon admission.

The ideal candidate will:

Graduated from an accredited school of nursing.
Current Registered Nurse (RN) license in the State of Pennsylvania
Current Mandated Reporting Training and CPR certification are required.
Previous psych nursing experience is highly preferred.

 ",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=df8b4e62-f9c4-4add-bbab-bc855d3b05b0
