Name of the role,Department,Location,Job type,Job description,URL
"Senior Sales Engineer, East Region",Sales Engineering,Remote US,Full-time,"RapidAPI is the world’s largest API hub and the company that is building the next-generation API platform for Enterprises. We enable developers and businesses to easily discover, test, and connect to any API, making it easier to create new software and services more rapidly. RapidAPI is used by millions of developers around the world and offers more than 40,000 APIs on the marketplace. Funded by a16z, Microsoft’s M12 and SoftBank Vision Fund 2, RapidAPI is experiencing rapid growth, fueled by an increase in the number of developers and companies using our platform.To help accelerate this growth, we are looking for a highly-motivated Senior Sales Engineer to bring their technical expertise and communication skills to our sales team. As a Senior Sales Engineer, you will partner with our Enterprise Account Executives to give product demonstrations, answer deeply technical questions, create documentation and architecture diagrams, and build confidence in RapidAPI as a technical solution. Most conversations will be held with CIOs / CTOs / VP of Engineering types at Fortune 1000 scale companies. You have an unprecedented opportunity to make a massive difference to empower developers to build modern software through API innovation - while doing the most important work of your career. YOU WILLPartner with Enterprise Account Executive sales team to sell the RapidAPI Enterprise HubConduct in-depth and informative product demonstrationsBuild rapport and credibility with prospective customersEffectively answer deeply technical customer questionsRun Technical Evaluation process with prospective customersTroubleshooting customer issuesTrack and share customer requirements & feedback to product management teamsCreate collateral, documentation, demo environments, ROI models, and anything that is needed to work with AEs in the sales-cycleYOU HAVE 3+ years experience as an Enterprise Sales EngineerRelevant software industry experience in any of the following domains; API platforms, API management, integration software, application development or management or similar, Subscription, SaaS, or Cloud software.B.S. in Computer Science or related backgroundExperience building and delivering demos & POCs for SaaS sales-cyclesExperience selling to Enterprise customersAble to work in a fast-paced team environmentExecutive-level presentation and conversation skillsExcellent written & oral communicationEastern US location is preferredThis is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/c2a51423-bdd2-490e-9573-735509adac87
"Senior Sales Engineer, Berlin",Sales Engineering,Remote EU,Full-time,"RapidAPI is the world’s largest API hub and the company that is building the next-generation API platform for Enterprises. We enable developers and businesses to easily discover, test, and connect to any API, making it easier to create new software and services more rapidly. RapidAPI is used by millions of developers around the world and offers more than 40,000 APIs on the marketplace. Funded by a16z, Microsoft’s M12 and SoftBank Vision Fund 2, RapidAPI is experiencing rapid growth, fueled by an increase in the number of developers and companies using our platform.To help accelerate this growth, we are looking for a highly-motivated Senior Sales Engineer to bring their technical expertise and communication skills to our sales team. As a Senior Sales Engineer, you will partner with our Enterprise Account Executives to give product demonstrations, answer deeply technical questions, create documentation and architecture diagrams, and build confidence in RapidAPI as a technical solution. Most conversations will be held with CIOs / CTOs / VP of Engineering types at Fortune 1000 scale companies. You have an unprecedented opportunity to make a massive difference to empower developers to build modern software through API innovation - while doing the most important work of your career. YOU WILLPartner with Enterprise Account Executive sales team to sell the RapidAPI Enterprise HubConduct in-depth and informative product demonstrationsBuild rapport and credibility with prospective customersEffectively answer deeply technical customer questionsRun Technical Evaluation process with prospective customersTroubleshooting customer issuesTrack and share customer requirements & feedback to product management teamsCreate collateral, documentation, demo environments, ROI models, and anything that is needed to work with AEs in the sales-cycleYOU HAVE 3+ years experience as an Enterprise Sales EngineerRelevant software industry experience in any of the following domains; API platforms, API management, integration software, application development or management or similar, Subscription, SaaS, or Cloud software.B.S. in Computer Science or related backgroundExperience building and delivering demos & POCs for SaaS sales-cyclesExperience selling to Enterprise customersAble to work in a fast-paced team environmentExecutive-level presentation and conversation skillsExcellent written & oral communicationBerlin or Northern Germany location is preferred This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/7019ad19-e70b-4748-b80c-52f92148450c
"Senior Product Manager, Platform Engineering",Product,Tel Aviv,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.Your primary mission is to make RapidAPI employee developers successful by providing the DevOps software capabilities necessary to build, test, deploy, instrument, operate, automate, and analyze their services.Your RoleOur ideal product leader has managed technical products or large-scale platforms and is obsessed with solving user needs and self-service platforms. They are very technical, able to put themselves in the shoes of our developer users and have extreme attention to detail when it comes to user experiences. They operate in close partnership with their engineering teams and drive initially ambiguously defined projects across the broader company.This role is based in Tel Aviv and requires the ability to communicate fluently in English and Hebrew.YOU WILLDeeply understand RapidAPI engineering needs by spending time with users and observing patterns/trends across their feedback and the market.Define the product strategy and roadmap for Platform Engineering’s considerations, including critical aspects of the user journey.Own decisions directly impact the use and adoption of platform services by RapidAPI engineers.Deliver a product roadmap that satisfies the needs of RapidAPI developers today, with the adaptability to meet their needs in the future.Collaborate with your engineering team daily to rapidly deliver value-added features, systems, and capabilities.YOU AREExtensive experience within the Product Management discipline.Demonstrated record of success driving engagement and growth and extended the reach of SaaS and/or developer services.Familiar with Public cloud (AWS, GCP, Azure).Built APIs, products, and complex systems at scale.Extensive experience with DevOps tools: source control, CICD, observability, infrastructure as code, data infrastructure, business intelligence systems, etc.A profound passion for working with engineering teams to help them succeed.Worked on both early-stage and growth-stage products.Strong written and verbal communication skills (English and Hebrew) with a talent for precisely articulating customer problems.This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/a12f7b95-5eba-472e-aa7b-8625e0163ac3
"Senior Product Manager, Hub",Product,Remote US,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.The Hub team is on a mission to empower developers to build more than they thought possible through our intuitive, powerful API ecosystem. In this role, you'll be leading our User and Provider experience, delivering exceptional and relevant utility to both developers using APIs and also developers publishing APIs. You'll strategically grow our API ecosystem and overall UX to deliver high value to developers across the world. This is a great opportunity for a seasoned PM who is looking to lead a strategic product in a high growth area, and is motivated by having clear runway to grow and build a team.You have:5-8 years Technical Product Management experienceLed multiple product initiatives from start to finish that drove clear, measurable business outputHigh comfort operating in grey areas, deftly evaluating ideas effectively and earlyA “doer” mindset, you’re a self-starter who likes to roll up your sleeves and get things doneExperience or strong interest in the developer market, technical curiosity is a mustA collaborative spirit and enjoy working with others to up-level your and their outputYou will:Be a foundational hire on a team in which we expect to invest heavilyOwn a strategic product that is a cornerstone of our businessConnect API Providers and Consumers on the worlds largest Public API Hub, shaping our 3-5 year visionPromote Hub value by identifying opportunities to drive value for API Providers and ConsumersOwn the strategy and roadmap to drive developer growth and report on metricsWork with highly skilled colleagues in design, engineering, and dataThis is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/82a401e6-bea0-464f-880d-b2ed621159e1
"Senior Product Manager, Enterprise GTM",Product,Tel Aviv,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.The RoleWe're looking for a product manager with a track record of building SaaS products for enterprise customers. You understand the needs of enterprise customers and how to get work done that allows them to purchase, roll out, and adopt.Our ideal product manager has built technical products or large-scale platforms and is obsessed with solving user needs. They are very technical, able to put themselves in the shoes of our developer users and have extreme attention to detail when it comes to user experiences. They operate well in close partnership with their engineering teams and drive initially ambiguously defined projects across the broader company.You WillDeeply understand user needs by spending time with users, sales, and customer support, observing patterns/trends across their feedback and the market.Define the product strategy and roadmap for Enterprise GTM considerations, including critical aspects of the user journey.Own decisions that directly impact the growth of RapidAPIs Enterprise product offerings.You Have3-5 years of Technical Product Management experience.Experience developing a multi-year vision, strategy and roadmap for large-scale products/features.Successfully built products that have been sold and adopted by small and large enterprise customers.Driven engagement, growth, monetization, and extending the reach of SaaS and/or developer services in the past.API and developer tools knowledge and expertise.Built APIs, products, and complex systems at scale.Strong written and verbal communication skills with a talent for precise articulations of customer problems.This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/e952eab5-0c1b-4421-855b-55086edadb57
"Senior Product Manager, Data Platform",Product,Tel Aviv,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.RapidAPI is building a world-class data organization to drive adoption of a consistent data architecture across RapidAPI to enable analysis of what is happening in the business easily and efficiently.  Your Role:In this role, you’ll be the first Product Manager for our Data Platform team (a key component of our overall Data organization).  You'll work with some of the brightest minds in the industry in the API space, use bleeding edge technology that’s unreleased to customers, and see your efforts affect the business in unparalleled ways. The ideal candidate for this role will have a passion for data and a proven track record as a Product Manager in the data, analytics, and BI arena.  You must have strong data infrastructure and data architecture skills, operational skills, and most importantly, a vision for how RapidAPI can build world-class data infrastructure from the ground up.  This role is based in Tel Aviv and requires the ability to communicate fluently in English and Hebrew.You willDevelop and drive the vision for a world-class data infrastructure platform across product, engineering, and the go-to-market functions of the company, and define and execute on a plan to achieve that vision.Drive the design, building, and launching of new data models and data pipelines in production, both for ingesting data but also for pushing enhanced data into the product (recommendations, search, etc).Work with product teams to ensure the RapidAPI product is best-in-breed to handle company workloads.Design and build tools for maximizing leverage so that the next data project is cheaper, faster, better.Define the processes needed to achieve operational excellence in system reliability and define and manage SLA's for all data sets and processes running in production. Collaborate with your engineering team every day to rapidly deliver value-add features, systems, and capabilities.You have7+ years of experience in data infrastructure, business intelligence, and data warehousing.Extensive experience within the Product Management discipline.Demonstrated success driving engagement, growth, usage, and extended the reach of SaaS and/or developer services in the past.Experience building and maintaining data lakes and data platforms.Experience in SQL, Python, Java and/or other system oriented languages.Background working with large volume data sets and data visualization tools.Public cloud (AWS, GCP, Azure) expertise.Built APIs, products, and complex systems at scale.Strong written and verbal communication skills with a talent for precise articulations of customer problems.This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/4f1bef00-8cc0-4340-b7c7-fc665320bf85
Senior macOS/iOS Engineer - Vilnius,Engineering,Vilnius,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.As a Senior macOS Software Engineer, your focus will be on building and maintaining a Mac application used by top-tier developers worldwide! As a Cocoa and AppKit wizard, you'll be working on exciting new features to help teams efficiently work together on API projects, be it on the Web or the Mac. Think about this project as a cross-platform Google Docs for API development!Your roleWe are looking for a talented engineer with a passion for hands-on development, working on a complex code base, developing products with great UI & UX, and thrive to expand their skills every day.Cocoa/AppKit/UIKit, Core Data, Swift and Objective-C have no secrets for you! You’ll be one of our macOS gurus, and help develop and support one of the most widely used native app for developers.You WillWork on a world-class tool for API development with an aim to deploy to 10M+ developersDeveloping a complex application with Objective-C, Cocoa, and Core Data — with integration with a REST API and Firebase real-time databaseHelp maintain high code quality standards and utilize DevOps tools and automationBe the owner of features and sub-projectsDeliver improvements and new features quicklyYou HaveAt least 3 years of experience with Objective-C and/or SwiftDesire to write clean, maintainable, testable codeA deep appreciation of well crafted UIs, beautifully designed products, and smooth user experiences (you could have been a designer in another life)Plus points if you have:Experience with a web framework (React, Vue.js, Angular)A deep understanding of web APIs (REST, GraphQL) Experience in working on a productivity app or developer toolThis is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/2f908f01-f4cd-464d-8a87-6915376dae37
Sr. Director/VP of Product Marketing,Marketing,San Francisco,Full-time,"RapidAPI is the world’s largest API Hub where over 3 million developers discover and connect to APIs and the largest companies find, manage & collaborate on their internal & external APIs. Funded by a16z and Microsoft’s M12, RapidAPI is experiencing rapid growth, fueled by an increase in the number of developers and companies using our API platform. To help accelerate this growth, we're looking for a creative and collaborative product marketing executive to help us define and execute a winning go-to-market strategy for our enterprise and developer segments and products, position our solutions to create differentiation in the API market and collaborate with the engineering and product teams to drive product growth. Reporting to our VP of Marketing, as our product positioning and GTM strategy expert you should be a proven leader with previous experience developing and scaling a Product Marketing team. In this role, you and your team’s activities will include platform/product positioning, product strategy, customer case studies, use case-specific content and sales playbooks, competitive analysis, and technical content in various media formats. This highly-collaborative role involves working closely with sales, product, and engineering to contribute to winning product strategy and GTM execution. Job ResponsibilitiesDefine product strategy : Work collaboratively with sales and product leadership to define a product strategy that enables RapidAPI to scale its GTM efforts and accelerate user adoptionBuild a winning team:  Provide leadership, structure and direction to the team responsible for the positioning of a category-creating product in the API Market/API Development lifecycle spaceDrive product messaging and positioning: Drive the creation and communication of clear product messages, key points of differentiation, and market opportunitiesProduce highly-effective content and sales enablement: Collaborate with internal and external stakeholders to create educational content that helps the sales team understand RapidAPI's business value and positions our products across the competitive landscape. Content includes presentations, data sheets, white papers, ebooks and videos that highlight product value for internal and external stakeholders.Create product plan and priorities: Analyze and integrate customer insights, product strategy, roadmap, and competitive market data to build and execute product plan and team priorities.Manage cross-functional implementation of product launches and initiatives: Work with Marketing, Product and Engineering to plan and execute launches of net-new products, features and capabilities. Minimum Requirements8+ years of product marketing experience at B2B SaaS companies, marketing  highly-technical products to enterprise customersProven experience as a Product Marketing Director, Head of Product Marketing, or similar role and have previously hired and built a high-performing team.A track record in driving the education and awareness around transformational technologiesTechnical knowledge of the API market, the buyer personas in this market, and the ability to effectively communicate the right message to the right audience.Experience in creating and executing highly detailed go-to-market plans in collaboration with sales and product managementExcellent storytelling skills with the ability to speak and write about complex, technical products to internal and external audiencesThe ability to get things done quickly, learn, and improve in a global team environmentApply for this job",https://jobs.lever.co/rapidapi/073d711e-fd6c-4591-a736-63e5c3fcedac
Senior macOS/iOS Engineer,Engineering,Berlin,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.As a Senior macOS Software Engineer, your focus will be on building and maintaining a Mac application used by top-tier developers worldwide! As a Cocoa and AppKit wizard, you'll be working on exciting new features to help teams efficiently work together on API projects, be it on the Web or the Mac. Think about this project as a cross-platform Google Docs for API development!Your roleWe are looking for a talented engineer with a passion for hands-on development, working on a complex code base, developing products with great UI & UX, and thrive to expand their skills every day.Cocoa/AppKit/UIKit, Core Data, Swift and Objective-C have no secrets for you! You’ll be one of our macOS gurus, and help develop and support one of the most widely used native app for developers.You WillWork on a world-class tool for API development with an aim to deploy to 10M+ developersDeveloping a complex application with Objective-C, Cocoa, and Core Data — with integration with a REST API and Firebase real-time databaseHelp maintain high code quality standards and utilize DevOps tools and automationBe the owner of features and sub-projectsDeliver improvements and new features quicklyYou HaveAt least 3 years of experience with Objective-C and/or SwiftDesire to write clean, maintainable, testable codeA deep appreciation of well crafted UIs, beautifully designed products, and smooth user experiences (you could have been a designer in another life)Plus points if you have:Experience with a web framework (React, Vue.js, Angular)A deep understanding of web APIs (REST, GraphQL) Experience in working on a productivity app or developer toolThis is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/5831da15-dba7-485d-9981-7dd1a48fb971
"Sr. Product Designer, Hub",Product,San Francisco,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.Your RoleWe are seeking a Product Designer who understands developer workflows & tools, to design high value self-service developer experiences that empower developers to adopt APIs and build more than what they thought possible.The primary focus of this role will be understanding the needs of developers and growing the entire ecosystem of API developers including using, building, and publishing APIs. You will design experiences that incentivize and facilitate developers to publish high value and easy to use APIs using a full range of tools including API catalogs, playgrounds, tutorials & docs, community engagement, partner listing, and provider engagement. Join us, and drive the design that will take API development to the next level for developers!You WillDesign experiences for facilitating and incentivizing API developers, and support those experiences from initial problem evaluation to definition and design through development to iterating on learnings.Identify user needs in any of: scenarios, user journeys, personas, task flows, user stories, jobs to be done, and apply them in discussions and design decisions with stakeholders.Discover problems and opportunities with research and analysis, and validate solutions with interactive prototyping and usability testing.Define, design, review, test and specify interfaces for developer experiences using participatory and iterative design techniques.Work closely with Product and Engineering teams, in an agile environment, to build efficient developer experiences within technical & time constraints.You HaveProficiency with a full range of design methods and techniques including user research, data analysis, journey mapping, task flows, scenarios, agile design iteration, rapid prototyping, and usability testing. Experience in designing engaging SaaS interfaces for developer solutions.Solid understanding of user-centered design methodologies and usability principles.Experience working in a fast-paced organization with multiple designers as a part of a cross-functional agile delivery teamCapability to work within technical constraints, business requirements and tight deadlines.Solid ability to present work, explain your point of view, and incorporate feedback gracefully.Good communication and organization skills, and advocacy for design methodologies and processesWhen applying, please provide a resume and portfolio or document that showcases your work that is relevant to the position.This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/47a3a583-4250-466b-b951-7a7f3981f45b
Senior Full-Stack Engineer,Engineering,Tel Aviv,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.We're looking for a highly-motivated and talented Senior Full Stack Developer to join us in a challenging, innovative, and fast-paced environment, tackle tough problems and find creative ways to solve them, investigate, implement, and share new technologies and ideas.This role is an opportunity to play a key role in a fast-growing and high-scale startup company and to push our software development cycles to the next level with your innovative solutions and out-of-the-box thinking.YOU WILLWork as a part of a team, developing applications and services consumed by more than a million developers worldwide.Be responsible for building, maintaining, and improving RapidAPI’s frontend and backend systems, using Agile development methods. Contribute features to a complex product built in a distributed Microservices environment.Work on our data pipelines - catering to millions of requests in real-time.Push our load times and performance to the next level.Develop solutions for developers, with a strong emphasis on performance and quality.Drive the delivery quality systems utilizing Unit Testing, TDD, and performance testing.YOU AREAt least 5 years of experience in software engineeringAt least 3 years of experience in NodeJS and ReactJSExperience with SQL and NoSQL Experience with AWS cloud services and k8sStrong E2E development engineering experience including  building, testing, optimizing, and monitoring skillsExperience with Microservices architecture - a plusThis is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/c6156acf-37a3-4280-99a0-851cf6a0896d
"Senior Frontend Engineer, Frontend Core",Engineering,Berlin,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.Frontend engineers and tech leads at RapidAPI work closely with our Product Owners and UX designers. We involve the product roadmap and feature ideations. We suggest improvements, and more importantly, we use what we are building. We are using modern technologies and frameworks. Our primary stack is TypeScript and React, deployed to the Cloudflare edge and AWS to develop and serve large-scale native-like frontend applications. We have our design system. We coordinate our code depending on the application as monorepo and multi-repo approaches. Our front-end product teams decide what works best for them within the guidelines of our platform engineering.About the TeamThe frontend core team is the team responsible for glueing our micro-frontends/micro-applications and distributing the internal dev tools for web applications. This team is also focusing on the overall performance, server-side rendering, deploying the application, and providing a top-quality architecture of our frontend applications. Their main focus is developer satisfaction and application performance.You WillWork on the frontend architecture and tooling to allow us to build and deliver top-quality developer tools for engineers to use for their APIsDeep dive into the problems with your team and other teams that build frontend applications, find solutions and deliver them.Contribute and define the solutions of how we build, deploy and scale our frontend applicationsUnderstand the product roadmaps and our engineering roadmap. Prioritise your work to provide the state-of-art foundation to deliver our products.You HaveExperience working with frontend platforms, architecture or tooling projects with a deep technical understanding of JavaScript tools, performance topics, and frameworks like React.Experience in developer experience and providing frontend tooling for multiple frontend teams and large scale applications.A good understanding of full-stack frontend applications, server-side rendering, edge and scaling of the application.A sense for creating an optimal balance between rigor and urgency.Have a mindset of, ideate, test, document and delivery. Understanding the importance of planning and documenting the work.Autonomous, learner, builder, creator, achiever... You know how to get things done!Collaborative and how to work in a team to achieve our goals as one team.This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/23c498c3-9d3a-4e8d-9709-08d98d5ad59d
"Senior Frontend Engineer, Design System",Engineering,Berlin,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.Frontend engineers and tech leads at RapidAPI work closely with our Product Owners and UX designers. We involve the product roadmap and feature ideations. We suggest improvements, and more importantly, we use what we are building. We are using modern technologies and frameworks. Our primary stack is TypeScript and React, deployed to the Cloudflare edge and AWS to develop and serve large-scale native-like frontend applications. We have our design system. We coordinate our code depending on the application as monorepo and multi-repo approaches. Our front-end product teams decide what works best for them within the guidelines of our platform engineering.About the TeamThe design system team is building and maintaining the core components and UI building blocks for all experiences at Rapid API through a design system that delivers the best in class usability and behaviours for all user surfaces. This team is providing a UI toolkit, style guide, controls behaviour, and animations. Team members are closely collaborating with our UX/UI designers and with our engineers to make sure we have the top quality in our interfaces.You WillHelp to define and improve our design system that is used in all our products.Work on improving the developer experience and make our design system API to be intuitive to other engineers.Advocate for the best practices, accessibility, and performance.Help and collaborate with other teams to ensure our design system is used and fully functional in our products.You HaveHave a strong technical background in building web applications with more than 3 years of experience.Experience building, and maintaining design systems, components and design tokens.Experience publishing NPM packages, semantic versioning and backward compatibility as well as delivering breaking changes without hurting engineering productivity.Desire to write clean, maintainable, testable codeAutonomous, learner, builder, creator, achiever... You know how to get things done!Collaborative and how to work in a team to achieve our goals as one team.This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/09784f5b-ebb6-41b5-b5fe-7c193d00e3e7
